grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,curso_id,curso_busca,cidade_busca,uf_busca,universidade_nome,nome,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
Bacharelado,Noturno,759.0,1.0,1.0,1.0,4.0,65840411086913,Psicologia,Apucarana,PR,Faculdade de Apucarana - FAP,Psicologia,634.6,584.24,588.8,571.32
Licenciatura,Matutino,758.33,2.0,1.0,8.0,3.0,658959811981,Filosofia,Sao Luis,MA,Instituto de Estudos Superiores do Maranhão - IESMA,Filosofia,592.88,589.14,540.32,501.1
Licenciatura,Noturno,758.21,1.0,1.0,4.0,8.0,6577261172123,Geografia,Macae,RJ,Faculdade de Filosofia Ciências e Letras de Macaé - FAFIMA,Geografia,625.7,594.52,525.12,484.32
Bacharelado,Noturno,757.0,2.0,1.0,7.0,3.0,1073447576323,Direito,Arapiraca,AL,Faculdade Regional Brasileira - Arapiraca - FARB - Arapiraca,Direito,664.06,660.54,623.84,604.34
Licenciatura,Noturno,756.61,1.0,2.0,2.0,2.0,6596971051763,Ciências Biológicas,Trindade,GO,Faculdade União de Goyazes - FUG,Ciências Biológicas,554.0,567.26,462.7,450.0
Bacharelado,Noturno,756.61,1.0,1.0,2.0,2.0,6596974051763,Ciências Biológicas,Trindade,GO,Faculdade União de Goyazes - FUG,Ciências Biológicas,550.62,563.08,538.36,452.94
Bacharelado,Noturno,756.04,1.0,2.0,1.0,4.0,6600791084193,Nutrição,Guarapuava,PR,Faculdade Campo Real - CAMPO REAL,Nutrição,612.9,567.56,582.56,532.92
Bacharelado,Noturno,756.0,5.0,1.0,8.0,2.0,65921250001843,Educação Física,Valenca,BA,Faculdade Zacarias de Góes - FAZAG,Educação Física,566.58,545.44,507.6,474.0
Bacharelado,Noturno,756.0,1.0,1.0,1.0,1.0,105274713041423,Engenharia de Computação,Barra Bonita,SP,Faculdade Gran Tietê - FGT,Engenharia de Computação,593.44,572.5,550.64,450.0
Bacharelado,Noturno,756.0,2.0,3.0,2.0,5.0,107683111894743,Engenharia de Produção,Botucatu,SP,Faculdade Galileu - FG,Engenharia de Produção,593.88,538.38,535.64,520.02
Bacharelado,Noturno,754.42,2.0,3.0,2.0,4.0,6579363101623,Educação Física,Franca,SP,Universidade de Franca - UNIFRAN,Educação Física,578.78,562.14,556.04,515.62
Bacharelado,Noturno,754.33,2.0,3.0,3.0,7.0,1543704693,Nutrição,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Nutrição,581.96,577.44,560.32,559.24
Bacharelado,Noturno,754.29,2.0,3.0,1.0,2.0,1543813863,Farmácia,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Farmácia,588.02,579.44,597.1,554.8
Bacharelado,Noturno,753.0,1.0,1.0,1.0,1.0,10495961076803,Engenharia de Materiais,Porto Ferreira,SP,Escola Superior de Tecnologia e Educação de Porto Ferreira - ESPF,Engenharia de Materiais,602.02,544.32,450.0,450.0
Bacharelado,Noturno,752.7,1.0,1.0,1.0,1.0,701928965893,Administração,Campo Limpo Paulista,SP,Faculdade Campo Limpo Paulista - FACCAMP,Administração,631.38,578.46,587.36,641.18
Bacharelado,Noturno,752.55,1.0,2.0,1.0,3.0,100232813826903,Nutrição,Sao Paulo,SP,Universidade Cidade de São Paulo - UNICID,Nutrição,580.42,577.82,552.6,566.68
Bacharelado,Noturno,752.55,1.0,2.0,1.0,3.0,100232813992573,Farmácia,Sao Paulo,SP,Universidade Cidade de São Paulo - UNICID,Farmácia,586.86,635.0,584.82,565.52
Licenciatura,Noturno,751.4,1.0,1.0,3.0,30.0,659837853393,Letras - Português e Inglês,Brasilia,DF,Faculdade Jk - Unidade I - Gama,Letras - Português e Inglês,590.74,608.82,450.0,450.0
Bacharelado,Noturno,750.0,1.0,1.0,2.0,1.0,107344713218523,Psicologia,Arapiraca,AL,Faculdade Regional Brasileira - Arapiraca - FARB - Arapiraca,Psicologia,669.64,640.48,593.66,564.64
Licenciatura,Noturno,750.0,2.0,1.0,4.0,3.0,100157713217023,Educação Física,Inhumas,GO,Faculdade de Inhumas - Fac-Mais - FACMAIS,Educação Física,598.36,586.6,508.9,450.0
Bacharelado,Noturno,750.0,1.0,1.0,2.0,17.0,106525412614503,Administração,Mundo Novo,MS,"Faculdade de Administração, Humanas e Exatas - FAHE",Administração,525.18,450.0,450.0,450.0
Bacharelado,Noturno,750.0,1.0,1.0,2.0,17.0,106525412614513,Ciências Contábeis,Mundo Novo,MS,"Faculdade de Administração, Humanas e Exatas - FAHE",Ciências Contábeis,601.02,471.42,450.0,450.0
Licenciatura,Matutino,749.04,2.0,1.0,2.0,51.0,6598291172901,Educação Física,Caucaia,CE,Faculdade Terra Nordeste - FATENE,Educação Física,621.84,599.7,450.0,521.02
Bacharelado,Matutino,749.04,2.0,1.0,3.0,52.0,65982913318711,Educação Física,Caucaia,CE,Faculdade Terra Nordeste - FATENE,Educação Física,594.06,591.54,450.0,500.64
Bacharelado,Noturno,749.04,3.0,1.0,1.0,50.0,65982913318713,Educação Física,Caucaia,CE,Faculdade Terra Nordeste - FATENE,Educação Física,641.9,620.14,473.34,518.46
Bacharelado,Noturno,749.0,2.0,2.0,5.0,3.0,103396612845443,Engenharia de Produção,Vitoria,ES,Faculdade Doctum de VItória - DOCTUM,Engenharia de Produção,641.6,605.12,562.82,555.64
Bacharelado,Noturno,749.0,2.0,2.0,5.0,3.0,103396612845383,Engenharia Elétrica,Vitoria,ES,Faculdade Doctum de VItória - DOCTUM,Engenharia Elétrica,656.86,644.46,602.36,576.32
Bacharelado,Noturno,749.0,2.0,1.0,4.0,3.0,660048800733,Sistemas de Informação,Cataguases,MG,Faculdades Unificadas de Cataguases - FUC,Sistemas de Informação,620.02,558.6,525.22,450.0
Bacharelado,Noturno,749.0,2.0,2.0,4.0,4.0,678312839993,Arquitetura e Urbanismo,Teofilo Otoni,MG,Faculdades Unificadas de Teófilo Otoni - FUTO,Arquitetura e Urbanismo,640.12,659.38,558.28,552.4
Bacharelado,Noturno,748.98,2.0,2.0,2.0,2.0,659166543083,Serviço Social,Macapa,AP,Instituto Macapaense de Ensino Superior - IMMES,Serviço Social,577.48,575.58,551.4,531.36
Bacharelado,Noturno,748.8,1.0,1.0,3.0,1.0,65988513504373,Educação Física,Ariquemes,RO,Faculdade de Educação e Meio Ambiente - FAEMA,Educação Física,590.52,549.8,550.36,511.9
Bacharelado,Noturno,748.8,1.0,11.0,3.0,16.0,106818912924363,Educação Física,Vilhena,RO,Faculdades Integradas Aparício Carvalho VIlhena - FIMCAVILHENA,Educação Física,531.64,518.28,463.98,450.0
Bacharelado,Noturno,747.44,2.0,4.0,3.0,7.0,6600791081383,Enfermagem,Guarapuava,PR,Faculdade Campo Real - CAMPO REAL,Enfermagem,602.78,587.82,562.82,525.88
Bacharelado,Noturno,746.2,2.0,1.0,1.0,1.0,104535411022693,Administração,Campos dos Goytacazes,RJ,Faculdade Redentor de Campos - FACREDENTOR,Administração,628.08,619.22,609.22,566.38
Bacharelado,Noturno,746.0,2.0,2.0,5.0,3.0,65841612845523,Engenharia de Produção,Serra,ES,Faculdade Doctum da Serra - DOCTUM,Engenharia de Produção,633.7,607.82,544.2,546.46
Bacharelado,Matutino,746.0,1.0,1.0,2.0,2.0,65841612845571,Engenharia Elétrica,Serra,ES,Faculdade Doctum da Serra - DOCTUM,Engenharia Elétrica,641.92,634.9,632.4,507.64
Bacharelado,Noturno,746.0,1.0,1.0,2.0,2.0,65841612845573,Engenharia Elétrica,Serra,ES,Faculdade Doctum da Serra - DOCTUM,Engenharia Elétrica,608.46,604.36,603.88,561.78
Licenciatura,Noturno,745.75,2.0,1.0,2.0,2.0,658830221633,Letras - Português e Inglês,Itajuba,MG,Centro Universitário de Itajubá - Fepi - FEPI,Letras - Português e Inglês,646.28,625.44,599.08,525.86
Bacharelado,Noturno,745.17,1.0,3.0,1.0,3.0,695082513243,Nutrição,Uniao da VItoria,PR,Faculdades Integradas do Vale do Iguaçu,Nutrição,601.92,553.16,590.0,476.48
Licenciatura,Noturno,744.97,4.0,2.0,10.0,6.0,658249802543,Ciências Biológicas,Porto Velho,RO,Faculdades Integradas Aparício Carvalho - FIMCA,Ciências Biológicas,570.5,551.28,514.88,509.7
Bacharelado,Noturno,742.74,1.0,2.0,4.0,5.0,1075997905733,Direito,Paraiso do Tocantins,TO,Faculdade de Ciências Jurídicas de Paraíso do Tocantins - FCJP,Direito,632.62,603.12,601.22,571.3
Bacharelado,Noturno,742.28,1.0,1.0,1.0,1.0,658897822743,Direito,Paulinia,SP,Faculdade de Paulínia - FACP,Direito,625.38,591.96,624.48,589.76
Bacharelado,Matutino,742.0,2.0,1.0,2.0,2.0,4005799631,Enfermagem,Serra,ES,Faculdade Doctum da Serra - DOCTUM,Enfermagem,597.82,588.0,576.0,551.82
Bacharelado,Vespertino,740.7,1.0,1.0,3.0,1.0,1032221983102,Psicologia,Rolim de Moura,RO,Faculdade de Rolim de Moura - FAROL,Psicologia,596.36,596.44,512.98,509.86
Bacharelado,Noturno,740.0,2.0,1.0,5.0,2.0,106982212994323,Serviço Social,Barreiras,BA,Faculdade Unirb - Barreiras,Serviço Social,616.72,565.6,553.06,488.48
Bacharelado,Matutino,738.72,1.0,1.0,3.0,2.0,105518372421,Administração,Brasilia,DF,Centro Universitário do Instituto de Educação Superior de Brasília - Iesb - Iesb - IESB,Administração,630.36,661.3,560.08,539.44
Licenciatura,Noturno,738.0,1.0,9.0,1.0,19.0,659485823923,Pedagogia,Praia Grande,SP,Faculdade Alfa América,Pedagogia,522.76,506.04,450.0,450.0
Licenciatura,Noturno,738.0,1.0,9.0,1.0,19.0,659485823913,Letras - Português e Inglês,Praia Grande,SP,Faculdade Alfa América,Letras - Português e Inglês,518.7,485.04,450.0,450.0
Bacharelado,Noturno,735.0,1.0,2.0,1.0,2.0,65861912577503,Ciências Contábeis,Arapoti,PR,Faculdade Educacional de Arapoti - FATI,Ciências Contábeis,584.16,604.68,552.38,536.76
Licenciatura,Noturno,734.29,1.0,2.0,2.0,5.0,658561220253,Pedagogia,Telemaco Borba,PR,Faculdade de Telêmaco Borba - FATEB,Pedagogia,554.08,462.56,478.7,450.0
Bacharelado,Matutino,733.0,4.0,3.0,6.0,12.0,659196920131,Direito,Cariacica,ES,Faculdade São Geraldo - FSG,Direito,656.12,617.08,573.78,557.3
Bacharelado,Integral,731.52,1.0,2.0,2.0,1.0,660081675884,Fisioterapia,Boa VIsta,RR,Faculdade Cathedral - FACES,Fisioterapia,605.7,668.52,591.34,574.22
Bacharelado,Noturno,731.0,2.0,1.0,2.0,2.0,65802413609623,Engenharia de Software,Dourados,MS,Centro Universitário da Grande Dourados - Unigran - UNIGRAN,Engenharia de Software,602.2,556.64,597.52,537.5
Tecnológico,Matutino,731.0,1.0,1.0,1.0,3.0,2994169321,Hotelaria,Aguas de Sao Pedro,SP,Centro Universitário Senac - SENACSP,Hotelaria,567.92,500.22,450.0,450.0
Bacharelado,Noturno,730.07,1.0,1.0,1.0,2.0,659292689033,Direito,Bebedouro,SP,Centro Universitário Unifafibe - FAFIBE,Direito,724.6,661.04,639.78,603.66
Bacharelado,Matutino,730.0,1.0,1.0,1.0,1.0,6783789861,Direito,Teofilo Otoni,MG,Faculdades Unificadas de Teófilo Otoni - FUTO,Direito,663.26,677.68,605.36,565.74
Bacharelado,Noturno,730.0,2.0,1.0,4.0,3.0,6783789863,Direito,Teofilo Otoni,MG,Faculdades Unificadas de Teófilo Otoni - FUTO,Direito,636.38,633.74,589.14,584.32
Bacharelado,Noturno,730.0,1.0,1.0,2.0,2.0,659444519473,Jornalismo,Patos,PB,Faculdades Integradas de Patos - FIP,Jornalismo,652.18,618.84,571.5,580.16
Bacharelado,Noturno,729.86,1.0,1.0,3.0,5.0,65870712041493,Engenharia Elétrica,Sao VIcente,SP,Faculdade de Tecnologia de São VIcente - FATEF,Engenharia Elétrica,588.92,556.64,450.0,450.0
Bacharelado,Noturno,729.0,1.0,1.0,1.0,1.0,658404487593,Direito,Apucarana,PR,Faculdade de Apucarana - FAP,Direito,643.16,599.76,603.88,573.26
Bacharelado,Noturno,728.1,1.0,3.0,1.0,3.0,658415217753,Administração,Pato Branco,PR,Faculdade Mater Dei - FMD,Administração,602.6,586.5,587.02,468.16
Bacharelado,Noturno,728.0,2.0,1.0,4.0,3.0,658586181493,Ciência da Computação,Caratinga,MG,Faculdades Doctum de Caratinga - DOCTUM,Ciência da Computação,643.24,617.08,571.8,507.36
Bacharelado,Noturno,727.38,1.0,1.0,2.0,1.0,65988512598833,Administração,Ariquemes,RO,Faculdade de Educação e Meio Ambiente - FAEMA,Administração,599.48,583.54,604.0,571.26
Tecnológico,Noturno,727.0,1.0,1.0,4.0,1.0,10630151206803,Gastronomia,Aracaju,SE,Faculdade Regional Brasileira - FARB - ARACAJU,Gastronomia,585.58,579.16,604.26,522.66
Tecnológico,Noturno,727.0,1.0,3.0,2.0,4.0,65969511249733,Gestão de Recursos Humanos,Sao Paulo,SP,Centro Universitário Senac - SENACSP,Gestão de Recursos Humanos,569.68,590.4,533.56,500.0
Tecnológico,Noturno,727.0,3.0,5.0,5.0,9.0,65969511434643,Análise e Desenvolvimento de Sistemas,Sao Paulo,SP,Centro Universitário Senac - SENACSP,Análise e Desenvolvimento de Sistemas,595.46,574.18,562.94,553.46
Tecnológico,Noturno,726.75,1.0,1.0,5.0,5.0,103794911813363,Análise e Desenvolvimento de Sistemas,Serra,ES,Faculdade do Centro Leste - UCL,Análise e Desenvolvimento de Sistemas,670.28,611.48,533.96,460.8
Bacharelado,Noturno,726.0,2.0,2.0,4.0,4.0,10719351067423,Direito,Carangola,MG,Faculdade Doctum de Carangola - DOCTUM,Direito,630.42,595.24,571.4,575.06
Bacharelado,Noturno,726.0,1.0,1.0,2.0,1.0,65895311422013,Educação Física,Manhuacu,MG,Faculdade do Futuro - FAF,Educação Física,605.06,620.24,547.46,546.4
Bacharelado,Noturno,725.98,1.0,3.0,3.0,5.0,154313491193,Biomedicina,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Biomedicina,599.86,594.18,564.06,561.48
Bacharelado,Vespertino,723.83,3.0,1.0,1.0,49.0,10412371059182,Ciências Contábeis,Belem,PA,Faculdade Metropolitana da Amazônia - FAMAZ,Ciências Contábeis,618.26,612.9,514.02,536.26
Bacharelado,Noturno,722.77,4.0,4.0,4.0,4.0,139055661653,Administração,Nova Porteirinha,MG,Faculdade Vale do Gorutuba - FAVAG,Administração,585.6,578.12,540.32,525.54
Licenciatura,Noturno,722.65,1.0,1.0,9.0,7.0,658205489743,Pedagogia,Unai,MG,Faculdade de Ciências e Tecnologia de Unaí - Factu - FACTU,Pedagogia,562.28,559.42,504.74,450.0
Bacharelado,Matutino,722.0,1.0,1.0,2.0,2.0,65823012838921,Engenharia Civil,Vila Velha,ES,Faculdade Doctum de VIla Velha - DOCTUM,Engenharia Civil,605.92,624.9,544.86,477.44
Bacharelado,Noturno,722.0,1.0,1.0,2.0,2.0,65823012838923,Engenharia Civil,Vila Velha,ES,Faculdade Doctum de VIla Velha - DOCTUM,Engenharia Civil,621.3,670.3,545.14,524.12
Bacharelado,Noturno,720.8,1.0,3.0,1.0,3.0,106997213051383,Enfermagem,Ivaipora,PR,Faculdade de Tecnologia do Vale do IVaí - FATEC-IVAI,Enfermagem,560.78,491.08,524.06,483.92
Tecnológico,Noturno,720.58,1.0,4.0,2.0,6.0,659753808903,Redes de Computadores,Curitiba,PR,Faculdade de Tecnologia de Curitiba - FATEC-PR,Redes de Computadores,582.44,525.22,519.38,450.0
Bacharelado,Noturno,719.99,1.0,2.0,2.0,6.0,658767481503,Administração,Cambe,PR,Faculdade Catuaí - ICES,Administração,570.0,485.76,486.92,450.0
Bacharelado,Noturno,719.99,1.0,3.0,2.0,8.0,658767516873,Direito,Cambe,PR,Faculdade Catuaí - ICES,Direito,573.28,540.78,487.24,514.52
Bacharelado,Noturno,719.79,1.0,2.0,2.0,5.0,2788703873,Direito,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Direito,605.74,613.38,583.6,569.9
Bacharelado,Matutino,719.19,4.0,7.0,6.0,12.0,100232885871,Direito,Sao Paulo,SP,Universidade Cidade de São Paulo - UNICID,Direito,573.34,568.56,553.68,531.74
Bacharelado,Matutino,718.42,2.0,1.0,5.0,12.0,658959985911,Teologia,Sao Luis,MA,Instituto de Estudos Superiores do Maranhão - IESMA,Teologia,604.66,581.72,459.54,450.0
Licenciatura,Noturno,718.31,2.0,1.0,5.0,10.0,6577261102543,História,Macae,RJ,Faculdade de Filosofia Ciências e Letras de Macaé - FAFIMA,História,686.92,611.62,542.82,535.36
Licenciatura,Noturno,718.3,2.0,1.0,3.0,7.0,657726221943,Letras - Português,Macae,RJ,Faculdade de Filosofia Ciências e Letras de Macaé - FAFIMA,Letras - Português,617.74,558.16,544.24,512.28
Licenciatura,Noturno,718.3,1.0,1.0,1.0,5.0,657726280093,Letras - Inglês,Macae,RJ,Faculdade de Filosofia Ciências e Letras de Macaé - FAFIMA,Letras - Inglês,649.08,583.64,561.88,575.86
Bacharelado,Noturno,717.0,1.0,1.0,1.0,5.0,694738910453,Nutrição,Conselheiro Lafaiete,MG,Faculdade Santa Rita - FASAR,Nutrição,685.28,617.0,574.34,584.38
Bacharelado,Matutino,715.0,2.0,1.0,3.0,51.0,65982913539701,Ciências Contábeis,Caucaia,CE,Faculdade Terra Nordeste - FATENE,Ciências Contábeis,645.0,638.82,450.0,522.6
Bacharelado,Noturno,715.0,1.0,1.0,3.0,52.0,65982913539703,Ciências Contábeis,Caucaia,CE,Faculdade Terra Nordeste - FATENE,Ciências Contábeis,637.14,638.72,475.2,549.22
Bacharelado,Noturno,715.0,1.0,1.0,2.0,1.0,104521511040973,Psicologia,Parnaiba,PI,Faculdade Regional Brasileira - Parnaíba,Psicologia,626.02,619.22,593.02,575.7
Bacharelado,Noturno,714.0,2.0,1.0,2.0,1.0,1054619712613,Administração,Santo Antonio de Padua,RJ,Faculdade Santo Antônio de Pádua - FASAP,Administração,630.24,591.64,625.36,567.68
Tecnológico,Noturno,714.0,1.0,2.0,2.0,5.0,105596713049803,Design de Moda,Sao Paulo,SP,Faculdade das Américas - FAM,Design de Moda,589.56,602.8,536.62,527.4
Bacharelado,Noturno,713.76,1.0,1.0,1.0,1.0,479378833,Ciências Contábeis,Serra,ES,Centro Universitário do Espírito Santo - Unesc - UNESC,Ciências Contábeis,612.42,582.8,584.44,494.48
Bacharelado,Matutino,711.0,3.0,8.0,5.0,14.0,1069794557651,Direito,Londrina,PR,Faculdades Londrina,Direito,540.84,497.64,453.44,475.32
Bacharelado,Noturno,711.0,9.0,22.0,13.0,33.0,1069794557653,Direito,Londrina,PR,Faculdades Londrina,Direito,562.96,537.68,506.0,450.0
Tecnológico,Vespertino,710.0,2.0,1.0,2.0,41.0,105864912583692,Análise e Desenvolvimento de Sistemas,Sao Luis,MA,Faculdade do Maranhão - FACAM-MA,Análise e Desenvolvimento de Sistemas,592.92,586.48,450.0,511.4
Bacharelado,Noturno,709.92,1.0,1.0,1.0,1.0,65816714203613,Nutrição,Cascavel,PR,Centro Universitário Univel,Nutrição,643.04,591.1,618.64,615.42
Bacharelado,Noturno,707.92,1.0,1.0,2.0,1.0,106092111923963,Educação Física,Vilhena,RO,Faculdade de Educação e Cultura de VIlhena - FAEV,Educação Física,650.0,512.32,490.58,450.0
Bacharelado,Noturno,706.86,1.0,1.0,1.0,5.0,658861557673,Direito,Cornelio Procopio,PR,Faculdade Cristo Rei - FACCREI,Direito,647.06,554.52,568.64,622.06
Bacharelado,Noturno,705.29,3.0,7.0,5.0,14.0,658167175343,Ciências Contábeis,Cascavel,PR,Centro Universitário Univel,Ciências Contábeis,602.04,601.62,577.64,550.92
Bacharelado,Noturno,704.31,2.0,2.0,3.0,3.0,6596971051743,Educação Física,Trindade,GO,Faculdade União de Goyazes - FUG,Educação Física,580.34,559.82,507.14,511.98
Tecnológico,Matutino,700.0,1.0,1.0,3.0,2.0,105321850008201,Gestão Hospitalar,Fortaleza,CE,Faculdade de Tecnologia Apoena - FTA,Gestão Hospitalar,604.8,598.34,497.3,463.3
Tecnológico,Noturno,700.0,1.0,1.0,3.0,2.0,105321850008203,Gestão Hospitalar,Fortaleza,CE,Faculdade de Tecnologia Apoena - FTA,Gestão Hospitalar,593.4,603.02,516.16,494.86
Bacharelado,Noturno,700.0,1.0,2.0,2.0,8.0,658540475563,Secretariado Executivo Trilíngue,Maringa,PR,Faculdade Metropolitana de Maringá,Secretariado Executivo Trilíngue,569.52,558.88,450.0,450.0
Licenciatura,Noturno,700.0,1.0,1.0,1.0,3.0,65854011830173,Pedagogia,Maringa,PR,Faculdade Metropolitana de Maringá,Pedagogia,592.92,588.7,557.94,450.0
Tecnológico,Noturno,700.0,1.0,2.0,2.0,3.0,105596712580283,Design de Interiores,Sao Paulo,SP,Faculdade das Américas - FAM,Design de Interiores,594.64,588.26,565.26,526.36
Bacharelado,Noturno,699.96,1.0,1.0,3.0,2.0,139691951753,Sistemas de Informação,Juazeiro do Norte,CE,Faculdade de Juazeiro do Norte - FJN,Sistemas de Informação,670.62,667.74,617.66,609.48
Bacharelado,Matutino,699.41,2.0,3.0,3.0,5.0,1543813861,Farmácia,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Farmácia,587.82,589.78,584.32,584.5
Bacharelado,Matutino,699.35,2.0,5.0,3.0,5.0,1543704691,Nutrição,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Nutrição,595.18,567.1,578.02,536.72
Bacharelado,Noturno,699.16,6.0,5.0,15.0,13.0,658461206983,Administração,Porto Velho,RO,Centro Universitário São Lucas - UniSL,Administração,579.06,586.82,543.52,535.32
Bacharelado,Noturno,699.16,1.0,3.0,1.0,6.0,658461509923,Fonoaudiologia,Porto Velho,RO,Centro Universitário São Lucas - UniSL,Fonoaudiologia,595.82,588.26,534.72,521.7
Bacharelado,Noturno,699.16,3.0,4.0,6.0,9.0,65846112048193,Ciências Contábeis,Porto Velho,RO,Centro Universitário São Lucas - UniSL,Ciências Contábeis,600.1,584.5,566.6,549.18
Bacharelado,Noturno,699.0,2.0,2.0,5.0,11.0,658912810663,Administração,Cachoeiro de Itapemirim,ES,Faculdade do Espírito Santo - UNES,Administração,614.74,580.3,575.48,556.64
Bacharelado,Noturno,699.0,2.0,1.0,4.0,8.0,660100322143,Administração,Nova Venecia,ES,Faculdade Capixaba de Nova Venécia - MULTIVIX NOVA VENÉCI,Administração,635.4,617.22,567.02,572.56
Bacharelado,Noturno,699.0,2.0,2.0,5.0,6.0,66010013878713,Nutrição,Nova Venecia,ES,Faculdade Capixaba de Nova Venécia - MULTIVIX NOVA VENÉCI,Nutrição,646.62,620.22,614.58,580.08
Bacharelado,Noturno,699.0,2.0,2.0,5.0,11.0,14640413867083,Nutrição,Sao Mateus,ES,Faculdade Norte Capixaba de Sao Mateus - MULTIVIX SÃO MATEUS,Nutrição,628.74,656.96,578.44,580.16
Bacharelado,Noturno,699.0,1.0,1.0,2.0,16.0,105950613960733,Biomedicina,Serra,ES,Faculdade Capixaba da Serra - MULTIVIX SERRA,Biomedicina,642.14,715.0,576.16,568.54
Bacharelado,Noturno,699.0,1.0,1.0,2.0,21.0,105950613960703,Nutrição,Serra,ES,Faculdade Capixaba da Serra - MULTIVIX SERRA,Nutrição,619.14,621.64,559.2,551.16
Licenciatura,Noturno,699.0,2.0,1.0,3.0,19.0,105950613037313,Educação Física,Serra,ES,Faculdade Capixaba da Serra - MULTIVIX SERRA,Educação Física,625.06,599.22,534.72,519.04
Bacharelado,Matutino,699.0,1.0,1.0,2.0,2.0,103396612845371,Arquitetura e Urbanismo,Vitoria,ES,Faculdade Doctum de VItória - DOCTUM,Arquitetura e Urbanismo,630.22,600.28,580.26,506.08
Bacharelado,Noturno,699.0,1.0,1.0,2.0,2.0,103396612845373,Arquitetura e Urbanismo,Vitoria,ES,Faculdade Doctum de VItória - DOCTUM,Arquitetura e Urbanismo,651.78,603.42,541.46,550.78
Bacharelado,Noturno,699.0,2.0,1.0,4.0,3.0,105514911541943,Engenharia de Produção,Juiz de Fora,MG,Faculdade Doctum de Juiz de Fora - DOCTUM,Engenharia de Produção,618.68,648.48,597.1,571.78
Bacharelado,Noturno,699.0,2.0,1.0,4.0,3.0,105514911014663,Engenharia Ambiental,Juiz de Fora,MG,Faculdade Doctum de Juiz de Fora - DOCTUM,Engenharia Ambiental,633.98,610.18,606.3,572.98
Bacharelado,Noturno,699.0,2.0,2.0,4.0,4.0,107102913106793,Pedagogia,Queimados,RJ,Faculdade Redentor Metropolitana - FACREDENTOR,Pedagogia,586.56,578.96,532.36,532.14
Licenciatura,Matutino,698.97,1.0,2.0,2.0,3.0,65779058381,Educação Física,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Educação Física,553.02,578.96,519.46,464.8
Licenciatura,Noturno,698.97,1.0,3.0,5.0,9.0,65779058383,Educação Física,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Educação Física,530.34,549.5,490.66,467.48
Bacharelado,Matutino,698.97,1.0,2.0,3.0,5.0,6577903058381,Educação Física,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Educação Física,539.5,517.98,515.36,496.22
Bacharelado,Noturno,698.97,1.0,1.0,3.0,6.0,6577903058383,Educação Física,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Educação Física,564.22,577.26,539.16,498.66
Bacharelado,Matutino,698.96,1.0,1.0,2.0,3.0,65779013492021,Jornalismo,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Jornalismo,649.3,593.36,559.46,522.86
Bacharelado,Noturno,698.87,1.0,1.0,3.0,5.0,1543659413,Ciências Contábeis,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Ciências Contábeis,623.66,608.24,564.42,520.56
Bacharelado,Noturno,698.82,1.0,1.0,2.0,3.0,1002328200413,Ciência da Computação,Sao Paulo,SP,Universidade Cidade de São Paulo - UNICID,Ciência da Computação,636.5,591.36,589.12,566.34
Bacharelado,Noturno,698.82,3.0,6.0,6.0,11.0,100232885813,Ciências Contábeis,Sao Paulo,SP,Universidade Cidade de São Paulo - UNICID,Ciências Contábeis,585.36,567.38,550.2,531.8
Bacharelado,Matutino,698.81,3.0,7.0,6.0,10.0,657790184401,Enfermagem,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Enfermagem,593.0,567.8,543.56,524.22
Bacharelado,Noturno,698.81,2.0,5.0,7.0,12.0,657790184403,Enfermagem,Sao Paulo,SP,Universidade Cruzeiro do Sul - UNICSUL,Enfermagem,588.26,579.0,543.76,534.76
Tecnológico,Matutino,698.79,1.0,1.0,2.0,2.0,103756313492391,Design Gráfico,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Design Gráfico,602.84,588.58,587.42,553.92
Tecnológico,Noturno,698.79,2.0,1.0,2.0,2.0,103756313492393,Design Gráfico,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Design Gráfico,614.56,584.68,558.9,571.46
Tecnológico,Matutino,698.77,1.0,1.0,3.0,2.0,10375631143791,Jogos Digitais,Brasilia,DF,Centro Universitário do Distrito Federal - Udf - UDF,Jogos Digitais,598.82,588.44,588.48,570.92
Bacharelado,Noturno,698.0,1.0,3.0,2.0,4.0,65992011788163,Administração,Paranavai,PR,Faculdade de Tecnologia e Ciencias do Norte do Paraná - FATECIE,Administração,584.02,531.58,552.56,505.72
